# Spin-echo spectrometer data file
# Start Time 15:39:43 11/9/2023

# System Status at:  15:39:43 11/9/2023
sample description: Microscope
comment:  
nozzle pressure: unused
nozzle temperature: +40.684
source backing pressure: Can't open [ /home/sudy/status/edwardsagc1.status ] at /home/sudy/bin/get_value line 16.
scattering chamber pressure by tpg:  1.7200E-08
crystal temperature: 99.99
manipulator desired alpha: 88.500000
manipulator desired beta: 0.000000
manipulator desired gamma: 0.050000
specular ga: 
detector pressure: Can't open [ /home/sudy/status/ionivac2.status ] at /home/sudy/bin/get_value line 16.
attenuation staus: /bin/bash: read_attenuation.sh: command not found

beam_prperties:
G5 0.235865
Psourse 3.08219e-05
p303 0.242421
p3053 0.001528
wika1 0.985755
wika2 -0.001703
wika3 1.017400
comp 0.042801
Gas:He3

channeltron voltage: 

# scan_1d(1.000000,0.264030,0.284030,41,1,1,1)
# Calibrated current I1
# solenoid:1.000000
# min_value:0.264030
# max_value:0.284030
I1-I2-A:1.020597
I1-I2-B:-0.000640
# other_solenoid_current:0
# numsteps:41
# numloops:1
# count_time:1
# savemode:1
# angular data
# X flag position:10.000000
# Y flag position:10.000000
# loop number 1
2.659842e-10 2.640300e-01 2.640300e-01 0
2.727520e-10 2.645300e-01 2.645300e-01 0
2.679767e-10 2.650300e-01 2.650300e-01 0
2.683559e-10 2.655300e-01 2.655300e-01 0
2.664899e-10 2.660300e-01 2.660300e-01 0
2.683467e-10 2.665300e-01 2.665300e-01 0
2.656638e-10 2.670300e-01 2.670300e-01 0
2.715179e-10 2.675300e-01 2.675300e-01 0
2.684669e-10 2.680300e-01 2.680300e-01 0
2.670827e-10 2.685300e-01 2.685300e-01 0
2.690007e-10 2.690300e-01 2.690300e-01 0
2.715159e-10 2.695300e-01 2.695300e-01 0
2.717915e-10 2.700300e-01 2.700300e-01 0
2.691773e-10 2.705300e-01 2.705300e-01 0
2.664958e-10 2.710300e-01 2.710300e-01 0
2.678242e-10 2.715300e-01 2.715300e-01 0
2.652065e-10 2.720300e-01 2.720300e-01 0
2.689284e-10 2.725300e-01 2.725300e-01 0
2.677591e-10 2.730300e-01 2.730300e-01 0
2.680095e-10 2.735300e-01 2.735300e-01 0
2.629315e-10 2.740300e-01 2.740300e-01 0
2.684536e-10 2.745300e-01 2.745300e-01 0
2.628787e-10 2.750300e-01 2.750300e-01 0
2.666371e-10 2.755300e-01 2.755300e-01 0
2.705429e-10 2.760300e-01 2.760300e-01 0
2.682474e-10 2.765300e-01 2.765300e-01 0
2.679575e-10 2.770300e-01 2.770300e-01 0
2.653961e-10 2.775300e-01 2.775300e-01 0
2.648774e-10 2.780300e-01 2.780300e-01 0
2.625992e-10 2.785300e-01 2.785300e-01 0
2.661358e-10 2.790300e-01 2.790300e-01 0
2.670376e-10 2.795300e-01 2.795300e-01 0
2.651795e-10 2.800300e-01 2.800300e-01 0
2.699844e-10 2.805300e-01 2.805300e-01 0
2.596791e-10 2.810300e-01 2.810300e-01 0
2.732474e-10 2.815300e-01 2.815300e-01 0
2.712613e-10 2.820300e-01 2.820300e-01 0
2.659475e-10 2.825300e-01 2.825300e-01 0
2.688308e-10 2.830300e-01 2.830300e-01 0
2.666656e-10 2.835300e-01 2.835300e-01 0
2.658276e-10 2.840300e-01 2.840300e-01 0
# finish Time 15:41:2 11/9/2023
