# Spin-echo spectrometer data file
# Start Time 13:50:10 11/9/2023

# System Status at:  13:50:10 11/9/2023
sample description: Microscope
comment:  
nozzle pressure: unused
nozzle temperature: +40.611
source backing pressure: Can't open [ /home/sudy/status/edwardsagc1.status ] at /home/sudy/bin/get_value line 16.
scattering chamber pressure by tpg:  1.3700E-08
crystal temperature: 99.99
manipulator desired alpha: 88.500000
manipulator desired beta: 0.000000
manipulator desired gamma: 0.050000
specular ga: 
detector pressure: Can't open [ /home/sudy/status/ionivac2.status ] at /home/sudy/bin/get_value line 16.
attenuation staus: /bin/bash: read_attenuation.sh: command not found

beam_prperties:
G5 0.20217
Psourse 3.08219e-05
p303 0.242421
p3053 0.001470
wika1 0.967268
wika2 -0.005376
wika3 1.015445
comp 0.042801

Gas:He3

channeltron voltage: 

# scan_1d(1.000000,0.264030,0.284030,41,1,1,1)
# Calibrated current I1
# solenoid:1.000000
# min_value:0.264030
# max_value:0.284030
I1-I2-A:1.020597
I1-I2-B:-0.000640
# other_solenoid_current:0
# numsteps:41
# numloops:1
# count_time:1
# savemode:1
# angular data
# X flag position:10.000000
# Y flag position:10.000000
# loop number 1
2.176828e-10 2.640300e-01 2.640300e-01 0
2.721277e-10 2.645300e-01 2.645300e-01 0
3.451135e-10 2.650300e-01 2.650300e-01 0
3.016372e-10 2.655300e-01 2.655300e-01 0
2.187787e-10 2.660300e-01 2.660300e-01 0
2.436300e-10 2.665300e-01 2.665300e-01 0
3.412811e-10 2.670300e-01 2.670300e-01 0
3.377690e-10 2.675300e-01 2.675300e-01 0
2.401713e-10 2.680300e-01 2.680300e-01 0
2.179790e-10 2.685300e-01 2.685300e-01 0
3.143611e-10 2.690300e-01 2.690300e-01 0
3.604321e-10 2.695300e-01 2.695300e-01 0
2.692546e-10 2.700300e-01 2.700300e-01 0
2.000734e-10 2.705300e-01 2.705300e-01 0
3.072396e-10 2.710300e-01 2.710300e-01 0
3.682379e-10 2.715300e-01 2.715300e-01 0
2.738633e-10 2.720300e-01 2.720300e-01 0
1.832674e-10 2.725300e-01 2.725300e-01 0
2.986111e-10 2.730300e-01 2.730300e-01 0
3.818526e-10 2.735300e-01 2.735300e-01 0
3.035261e-10 2.740300e-01 2.740300e-01 0
1.971764e-10 2.745300e-01 2.745300e-01 0
2.473938e-10 2.750300e-01 2.750300e-01 0
3.506476e-10 2.755300e-01 2.755300e-01 0
3.399368e-10 2.760300e-01 2.760300e-01 0
2.303085e-10 2.765300e-01 2.765300e-01 0
2.179780e-10 2.770300e-01 2.770300e-01 0
3.315600e-10 2.775300e-01 2.775300e-01 0
3.475086e-10 2.780300e-01 2.780300e-01 0
2.311430e-10 2.785300e-01 2.785300e-01 0
2.279361e-10 2.790300e-01 2.790300e-01 0
3.243190e-10 2.795300e-01 2.795300e-01 0
3.447352e-10 2.800300e-01 2.800300e-01 0
2.478965e-10 2.805300e-01 2.805300e-01 0
2.191526e-10 2.810300e-01 2.810300e-01 0
2.995190e-10 2.815300e-01 2.815300e-01 0
3.443888e-10 2.820300e-01 2.820300e-01 0
2.896008e-10 2.825300e-01 2.825300e-01 0
2.284690e-10 2.830300e-01 2.830300e-01 0
2.691735e-10 2.835300e-01 2.835300e-01 0
3.172678e-10 2.840300e-01 2.840300e-01 0
# finish Time 13:51:29 11/9/2023
