# Spin-echo spectrometer data file
# Start Time 14:37:30 11/9/2023

# System Status at:  14:37:30 11/9/2023
sample description: Microscope
comment:  
nozzle pressure: unused
nozzle temperature: +40.520
source backing pressure: Can't open [ /home/sudy/status/edwardsagc1.status ] at /home/sudy/bin/get_value line 16.
scattering chamber pressure by tpg:  1.5900E-08
crystal temperature: 99.99
manipulator desired alpha: 88.500000
manipulator desired beta: 0.000000
manipulator desired gamma: 0.050000
specular ga: 
detector pressure: Can't open [ /home/sudy/status/ionivac2.status ] at /home/sudy/bin/get_value line 16.
attenuation staus: /bin/bash: read_attenuation.sh: command not found

beam_prperties:
G5 0.33695
Psourse 3.08219e-05
p303 0.242421
p3053 0.001470
wika1 0.982058
wika2 -0.002927
wika3 1.015445
comp 0.042801

Gas:He3

channeltron voltage: 

# scan_1d(1.000000,0.264030,0.284030,41,1,1,1)
# Calibrated current I1
# solenoid:1.000000
# min_value:0.264030
# max_value:0.284030
I1-I2-A:1.020597
I1-I2-B:-0.000640
# other_solenoid_current:0
# numsteps:41
# numloops:1
# count_time:1
# savemode:1
# angular data
# X flag position:10.000000
# Y flag position:10.000000
# loop number 1
2.753270e-10 2.640300e-01 2.640300e-01 0
2.765054e-10 2.645300e-01 2.645300e-01 0
2.744897e-10 2.650300e-01 2.650300e-01 0
2.774024e-10 2.655300e-01 2.655300e-01 0
2.829586e-10 2.660300e-01 2.660300e-01 0
2.784127e-10 2.665300e-01 2.665300e-01 0
2.754075e-10 2.670300e-01 2.670300e-01 0
2.753883e-10 2.675300e-01 2.675300e-01 0
2.826461e-10 2.680300e-01 2.680300e-01 0
2.777403e-10 2.685300e-01 2.685300e-01 0
2.643228e-10 2.690300e-01 2.690300e-01 0
2.684302e-10 2.695300e-01 2.695300e-01 0
2.846058e-10 2.700300e-01 2.700300e-01 0
2.774713e-10 2.705300e-01 2.705300e-01 0
2.743427e-10 2.710300e-01 2.710300e-01 0
2.721233e-10 2.715300e-01 2.715300e-01 0
2.751933e-10 2.720300e-01 2.720300e-01 0
2.820687e-10 2.725300e-01 2.725300e-01 0
2.744650e-10 2.730300e-01 2.730300e-01 0
2.771109e-10 2.735300e-01 2.735300e-01 0
2.811601e-10 2.740300e-01 2.740300e-01 0
2.914685e-10 2.745300e-01 2.745300e-01 0
2.785588e-10 2.750300e-01 2.750300e-01 0
2.674270e-10 2.755300e-01 2.755300e-01 0
2.795911e-10 2.760300e-01 2.760300e-01 0
2.919669e-10 2.765300e-01 2.765300e-01 0
2.759594e-10 2.770300e-01 2.770300e-01 0
2.735480e-10 2.775300e-01 2.775300e-01 0
2.733311e-10 2.780300e-01 2.780300e-01 0
2.823629e-10 2.785300e-01 2.785300e-01 0
2.844067e-10 2.790300e-01 2.790300e-01 0
2.725869e-10 2.795300e-01 2.795300e-01 0
2.736863e-10 2.800300e-01 2.800300e-01 0
2.745910e-10 2.805300e-01 2.805300e-01 0
2.813094e-10 2.810300e-01 2.810300e-01 0
2.739703e-10 2.815300e-01 2.815300e-01 0
2.732174e-10 2.820300e-01 2.820300e-01 0
2.751076e-10 2.825300e-01 2.825300e-01 0
2.817560e-10 2.830300e-01 2.830300e-01 0
2.735020e-10 2.835300e-01 2.835300e-01 0
2.724513e-10 2.840300e-01 2.840300e-01 0
# finish Time 14:38:49 11/9/2023
