# Spin-echo spectrometer data file
# Start Time 12:33:3 11/9/2023

# System Status at:  12:33:3 11/9/2023
sample description: Microscope
comment:  
nozzle pressure: unused
nozzle temperature: +40.739
source backing pressure: Can't open [ /home/sudy/status/edwardsagc1.status ] at /home/sudy/bin/get_value line 16.
scattering chamber pressure by tpg:  1.3900E-08
crystal temperature: 99.99
manipulator desired alpha: 88.500000
manipulator desired beta: 0.000000
manipulator desired gamma: 0.050000
specular ga: 
detector pressure: Can't open [ /home/sudy/status/ionivac2.status ] at /home/sudy/bin/get_value line 16.
attenuation staus: /bin/bash: read_attenuation.sh: command not found

beam_prperties:
G5 0
Psourse 3.14224e-05
p303 0.242421
p3053 0.001470
wika1 0.985755
wika2 -0.004152
wika3 1.015445
comp 0.042801
1:Unix
Gas:He3

channeltron voltage: 

# scan_1d(1.000000,0.264030,0.284030,41,1,1,1)
# Calibrated current I1
# solenoid:1.000000
# min_value:0.264030
# max_value:0.284030
I1-I2-A:1.020597
I1-I2-B:-0.000640
# other_solenoid_current:0
# numsteps:41
# numloops:1
# count_time:1
# savemode:1
# angular data
# X flag position:10.000000
# Y flag position:10.000000
# loop number 1
3.406603e-10 2.640300e-01 2.640300e-01 0
3.363637e-10 2.645300e-01 2.645300e-01 0
3.433159e-10 2.650300e-01 2.650300e-01 0
3.479628e-10 2.655300e-01 2.655300e-01 0
3.499317e-10 2.660300e-01 2.660300e-01 0
3.387926e-10 2.665300e-01 2.665300e-01 0
3.360252e-10 2.670300e-01 2.670300e-01 0
3.478740e-10 2.675300e-01 2.675300e-01 0
3.505818e-10 2.680300e-01 2.680300e-01 0
3.390531e-10 2.685300e-01 2.685300e-01 0
3.353779e-10 2.690300e-01 2.690300e-01 0
3.446093e-10 2.695300e-01 2.695300e-01 0
3.524350e-10 2.700300e-01 2.700300e-01 0
3.435141e-10 2.705300e-01 2.705300e-01 0
3.361334e-10 2.710300e-01 2.710300e-01 0
3.402580e-10 2.715300e-01 2.715300e-01 0
3.504728e-10 2.720300e-01 2.720300e-01 0
3.488056e-10 2.725300e-01 2.725300e-01 0
3.381475e-10 2.730300e-01 2.730300e-01 0
3.340153e-10 2.735300e-01 2.735300e-01 0
3.430145e-10 2.740300e-01 2.740300e-01 0
3.477738e-10 2.745300e-01 2.745300e-01 0
3.384230e-10 2.750300e-01 2.750300e-01 0
3.320605e-10 2.755300e-01 2.755300e-01 0
3.429002e-10 2.760300e-01 2.760300e-01 0
3.515674e-10 2.765300e-01 2.765300e-01 0
3.468797e-10 2.770300e-01 2.770300e-01 0
3.307655e-10 2.775300e-01 2.775300e-01 0
3.461138e-10 2.780300e-01 2.780300e-01 0
3.534171e-10 2.785300e-01 2.785300e-01 0
3.509918e-10 2.790300e-01 2.790300e-01 0
3.397461e-10 2.795300e-01 2.795300e-01 0
3.362217e-10 2.800300e-01 2.800300e-01 0
3.410961e-10 2.805300e-01 2.805300e-01 0
3.499884e-10 2.810300e-01 2.810300e-01 0
3.397283e-10 2.815300e-01 2.815300e-01 0
3.391570e-10 2.820300e-01 2.820300e-01 0
3.375957e-10 2.825300e-01 2.825300e-01 0
3.417930e-10 2.830300e-01 2.830300e-01 0
3.391822e-10 2.835300e-01 2.835300e-01 0
3.349503e-10 2.840300e-01 2.840300e-01 0
# finish Time 12:34:23 11/9/2023
