# Spin-echo spectrometer data file
# Start Time 11:34:53 11/9/2023

# System Status at:  11:34:53 11/9/2023
sample description: Microscope
comment:  
nozzle pressure: unused
nozzle temperature: +40.725
source backing pressure: Can't open [ /home/sudy/status/edwardsagc1.status ] at /home/sudy/bin/get_value line 16.
scattering chamber pressure by tpg:  1.2700E-08
crystal temperature: 99.99
manipulator desired alpha: 88.500000
manipulator desired beta: 0.000000
manipulator desired gamma: 0.050000
specular ga: 
detector pressure: Can't open [ /home/sudy/status/ionivac2.status ] at /home/sudy/bin/get_value line 16.
attenuation staus: /bin/bash: read_attenuation.sh: command not found

beam_prperties:
G5 0.26956
Psourse 3.08219e-05
p303 0.242421
p3053 0.001414
wika1 0.985755
wika2 -0.000478
wika3 1.015445
comp 0.042801

Gas:He3

channeltron voltage: 

# scan_1d(1.000000,0.264030,0.284030,41,1,1,1)
# Calibrated current I1
# solenoid:1.000000
# min_value:0.264030
# max_value:0.284030
I1-I2-A:1.020597
I1-I2-B:-0.000640
# other_solenoid_current:0
# numsteps:41
# numloops:1
# count_time:1
# savemode:1
# angular data
# X flag position:10.000000
# Y flag position:10.000000
# loop number 1
3.937316e-10 2.640300e-01 2.640300e-01 0
3.094846e-10 2.645300e-01 2.645300e-01 0
3.596983e-10 2.650300e-01 2.650300e-01 0
4.620530e-10 2.655300e-01 2.655300e-01 0
4.415370e-10 2.660300e-01 2.660300e-01 0
3.222390e-10 2.665300e-01 2.665300e-01 0
3.225247e-10 2.670300e-01 2.670300e-01 0
4.339461e-10 2.675300e-01 2.675300e-01 0
4.665502e-10 2.680300e-01 2.680300e-01 0
3.318855e-10 2.685300e-01 2.685300e-01 0
2.961000e-10 2.690300e-01 2.690300e-01 0
4.358238e-10 2.695300e-01 2.695300e-01 0
5.016427e-10 2.700300e-01 2.700300e-01 0
3.336999e-10 2.705300e-01 2.705300e-01 0
2.593811e-10 2.710300e-01 2.710300e-01 0
4.338903e-10 2.715300e-01 2.715300e-01 0
5.236571e-10 2.720300e-01 2.720300e-01 0
3.836585e-10 2.725300e-01 2.725300e-01 0
2.569441e-10 2.730300e-01 2.730300e-01 0
3.542849e-10 2.735300e-01 2.735300e-01 0
4.811582e-10 2.740300e-01 2.740300e-01 0
4.380616e-10 2.745300e-01 2.745300e-01 0
2.905162e-10 2.750300e-01 2.750300e-01 0
3.120569e-10 2.755300e-01 2.755300e-01 0
4.892237e-10 2.760300e-01 2.760300e-01 0
4.509934e-10 2.765300e-01 2.765300e-01 0
2.849014e-10 2.770300e-01 2.770300e-01 0
3.044593e-10 2.775300e-01 2.775300e-01 0
4.889298e-10 2.780300e-01 2.780300e-01 0
4.664978e-10 2.785300e-01 2.785300e-01 0
3.051017e-10 2.790300e-01 2.790300e-01 0
2.881741e-10 2.795300e-01 2.795300e-01 0
4.304789e-10 2.800300e-01 2.800300e-01 0
4.763630e-10 2.805300e-01 2.805300e-01 0
3.811374e-10 2.810300e-01 2.810300e-01 0
2.950427e-10 2.815300e-01 2.815300e-01 0
3.725920e-10 2.820300e-01 2.820300e-01 0
4.595755e-10 2.825300e-01 2.825300e-01 0
3.955724e-10 2.830300e-01 2.830300e-01 0
3.093650e-10 2.835300e-01 2.835300e-01 0
3.796159e-10 2.840300e-01 2.840300e-01 0
# finish Time 11:36:13 11/9/2023
