# Spin-echo spectrometer data file
# Start Time 12:57:24 11/9/2023

# System Status at:  12:57:24 11/9/2023
sample description: Microscope
comment:  
nozzle pressure: unused
nozzle temperature: +40.661
source backing pressure: Can't open [ /home/sudy/status/edwardsagc1.status ] at /home/sudy/bin/get_value line 16.
scattering chamber pressure by tpg:  1.3200E-08
crystal temperature: 99.99
manipulator desired alpha: 88.500000
manipulator desired beta: 0.000000
manipulator desired gamma: 0.050000
specular ga: 
detector pressure: Can't open [ /home/sudy/status/ionivac2.status ] at /home/sudy/bin/get_value line 16.
attenuation staus: /bin/bash: read_attenuation.sh: command not found

beam_prperties:
G5 0.26956
Psourse 3.08219e-05
p303 0.242421
p3053 0.001470
wika1 0.985755
wika2 -0.007825
wika3 1.015445
comp 0.042801

Gas:He3

channeltron voltage: 

# scan_1d(1.000000,0.264030,0.284030,41,1,1,1)
# Calibrated current I1
# solenoid:1.000000
# min_value:0.264030
# max_value:0.284030
I1-I2-A:1.020597
I1-I2-B:-0.000640
# other_solenoid_current:0
# numsteps:41
# numloops:1
# count_time:1
# savemode:1
# angular data
# X flag position:10.000000
# Y flag position:10.000000
# loop number 1
3.344298e-10 2.640300e-01 2.640300e-01 0
3.430474e-10 2.645300e-01 2.645300e-01 0
3.540412e-10 2.650300e-01 2.650300e-01 0
3.479421e-10 2.655300e-01 2.655300e-01 0
3.289540e-10 2.660300e-01 2.660300e-01 0
3.419587e-10 2.665300e-01 2.665300e-01 0
3.581828e-10 2.670300e-01 2.670300e-01 0
3.520934e-10 2.675300e-01 2.675300e-01 0
3.419383e-10 2.680300e-01 2.680300e-01 0
3.391981e-10 2.685300e-01 2.685300e-01 0
3.457228e-10 2.690300e-01 2.690300e-01 0
3.488540e-10 2.695300e-01 2.695300e-01 0
3.410160e-10 2.700300e-01 2.700300e-01 0
3.362958e-10 2.705300e-01 2.705300e-01 0
3.420979e-10 2.710300e-01 2.710300e-01 0
3.544356e-10 2.715300e-01 2.715300e-01 0
3.475210e-10 2.720300e-01 2.720300e-01 0
3.324774e-10 2.725300e-01 2.725300e-01 0
3.432371e-10 2.730300e-01 2.730300e-01 0
3.580323e-10 2.735300e-01 2.735300e-01 0
3.525892e-10 2.740300e-01 2.740300e-01 0
3.393219e-10 2.745300e-01 2.745300e-01 0
3.366169e-10 2.750300e-01 2.750300e-01 0
3.444880e-10 2.755300e-01 2.755300e-01 0
3.506982e-10 2.760300e-01 2.760300e-01 0
3.405924e-10 2.765300e-01 2.765300e-01 0
3.322781e-10 2.770300e-01 2.770300e-01 0
3.483076e-10 2.775300e-01 2.775300e-01 0
3.578643e-10 2.780300e-01 2.780300e-01 0
3.431159e-10 2.785300e-01 2.785300e-01 0
3.340360e-10 2.790300e-01 2.790300e-01 0
3.458531e-10 2.795300e-01 2.795300e-01 0
3.411227e-10 2.800300e-01 2.800300e-01 0
3.425873e-10 2.805300e-01 2.805300e-01 0
3.401689e-10 2.810300e-01 2.810300e-01 0
3.407923e-10 2.815300e-01 2.815300e-01 0
3.406893e-10 2.820300e-01 2.820300e-01 0
3.453380e-10 2.825300e-01 2.825300e-01 0
3.343774e-10 2.830300e-01 2.830300e-01 0
3.385861e-10 2.835300e-01 2.835300e-01 0
3.441688e-10 2.840300e-01 2.840300e-01 0
# finish Time 12:58:44 11/9/2023
