# Spin-echo spectrometer data file
# Start Time 15:38:22 11/9/2023

# System Status at:  15:38:22 11/9/2023
sample description: Microscope
comment:  
nozzle pressure: unused
nozzle temperature: +40.694
source backing pressure: Can't open [ /home/sudy/status/edwardsagc1.status ] at /home/sudy/bin/get_value line 16.
scattering chamber pressure by tpg:  1.7300E-08
crystal temperature: 99.99
manipulator desired alpha: 88.500000
manipulator desired beta: 0.000000
manipulator desired gamma: 0.050000
specular ga: 
detector pressure: Can't open [ /home/sudy/status/ionivac2.status ] at /home/sudy/bin/get_value line 16.
attenuation staus: /bin/bash: read_attenuation.sh: command not found

beam_prperties:
G5 0.235865
Psourse 3.08219e-05
p303 0.242421
p3053 0.001414
wika1 0.985755
wika2 0.004420
wika3 1.019355
comp 0.042801

Gas:He3

channeltron voltage: 

# scan_1d(1.000000,0.264030,0.284030,41,1,1,1)
# Calibrated current I1
# solenoid:1.000000
# min_value:0.264030
# max_value:0.284030
I1-I2-A:1.020597
I1-I2-B:-0.000640
# other_solenoid_current:0
# numsteps:41
# numloops:1
# count_time:1
# savemode:1
# angular data
# X flag position:10.000000
# Y flag position:10.000000
# loop number 1
2.688787e-10 2.640300e-01 2.640300e-01 0
2.688024e-10 2.645300e-01 2.645300e-01 0
2.673037e-10 2.650300e-01 2.650300e-01 0
2.723125e-10 2.655300e-01 2.655300e-01 0
2.735784e-10 2.660300e-01 2.660300e-01 0
2.692683e-10 2.665300e-01 2.665300e-01 0
2.710077e-10 2.670300e-01 2.670300e-01 0
2.727936e-10 2.675300e-01 2.675300e-01 0
2.717293e-10 2.680300e-01 2.680300e-01 0
2.683844e-10 2.685300e-01 2.685300e-01 0
2.735418e-10 2.690300e-01 2.690300e-01 0
2.712424e-10 2.695300e-01 2.695300e-01 0
2.719491e-10 2.700300e-01 2.700300e-01 0
2.702743e-10 2.705300e-01 2.705300e-01 0
2.694279e-10 2.710300e-01 2.710300e-01 0
2.696944e-10 2.715300e-01 2.715300e-01 0
2.645823e-10 2.720300e-01 2.720300e-01 0
2.713562e-10 2.725300e-01 2.725300e-01 0
2.648885e-10 2.730300e-01 2.730300e-01 0
2.704454e-10 2.735300e-01 2.735300e-01 0
2.731700e-10 2.740300e-01 2.740300e-01 0
2.701443e-10 2.745300e-01 2.745300e-01 0
2.676124e-10 2.750300e-01 2.750300e-01 0
2.686473e-10 2.755300e-01 2.755300e-01 0
2.741005e-10 2.760300e-01 2.760300e-01 0
2.704929e-10 2.765300e-01 2.765300e-01 0
2.662733e-10 2.770300e-01 2.770300e-01 0
2.722600e-10 2.775300e-01 2.775300e-01 0
2.670428e-10 2.780300e-01 2.780300e-01 0
2.742493e-10 2.785300e-01 2.785300e-01 0
2.686155e-10 2.790300e-01 2.790300e-01 0
2.656490e-10 2.795300e-01 2.795300e-01 0
2.671835e-10 2.800300e-01 2.800300e-01 0
2.710581e-10 2.805300e-01 2.805300e-01 0
2.710714e-10 2.810300e-01 2.810300e-01 0
2.787856e-10 2.815300e-01 2.815300e-01 0
2.774907e-10 2.820300e-01 2.820300e-01 0
2.675649e-10 2.825300e-01 2.825300e-01 0
2.667516e-10 2.830300e-01 2.830300e-01 0
2.681579e-10 2.835300e-01 2.835300e-01 0
2.699976e-10 2.840300e-01 2.840300e-01 0
# finish Time 15:39:41 11/9/2023
