# Spin-echo spectrometer data file
# Start Time 15:35:40 11/9/2023

# System Status at:  15:35:40 11/9/2023
sample description: Microscope
comment:  
nozzle pressure: unused
nozzle temperature: +40.712
source backing pressure: Can't open [ /home/sudy/status/edwardsagc1.status ] at /home/sudy/bin/get_value line 16.
scattering chamber pressure by tpg:  1.7200E-08
crystal temperature: 99.99
manipulator desired alpha: 88.500000
manipulator desired beta: 0.000000
manipulator desired gamma: 0.050000
specular ga: 
detector pressure: Can't open [ /home/sudy/status/ionivac2.status ] at /home/sudy/bin/get_value line 16.
attenuation staus: /bin/bash: read_attenuation.sh: command not found

beam_prperties:
G5 0.235865
Psourse 3.08219e-05
p303 0.242421
p3053 0.001588
wika1 0.985755
wika2 -0.006601
wika3 1.017400
comp 0.042801
Gas:He3

channeltron voltage: 

# scan_1d(1.000000,0.264030,0.284030,41,1,1,1)
# Calibrated current I1
# solenoid:1.000000
# min_value:0.264030
# max_value:0.284030
I1-I2-A:1.020597
I1-I2-B:-0.000640
# other_solenoid_current:0
# numsteps:41
# numloops:1
# count_time:1
# savemode:1
# angular data
# X flag position:10.000000
# Y flag position:10.000000
# loop number 1
2.746588e-10 2.640300e-01 2.640300e-01 0
2.682146e-10 2.645300e-01 2.645300e-01 0
2.729316e-10 2.650300e-01 2.650300e-01 0
2.677694e-10 2.655300e-01 2.655300e-01 0
2.716899e-10 2.660300e-01 2.660300e-01 0
2.682439e-10 2.665300e-01 2.665300e-01 0
2.773703e-10 2.670300e-01 2.670300e-01 0
2.719509e-10 2.675300e-01 2.675300e-01 0
2.719261e-10 2.680300e-01 2.680300e-01 0
2.665218e-10 2.685300e-01 2.685300e-01 0
2.729237e-10 2.690300e-01 2.690300e-01 0
2.771297e-10 2.695300e-01 2.695300e-01 0
2.754731e-10 2.700300e-01 2.700300e-01 0
2.722139e-10 2.705300e-01 2.705300e-01 0
2.788677e-10 2.710300e-01 2.710300e-01 0
2.753439e-10 2.715300e-01 2.715300e-01 0
2.745467e-10 2.720300e-01 2.720300e-01 0
2.665240e-10 2.725300e-01 2.725300e-01 0
2.726559e-10 2.730300e-01 2.730300e-01 0
2.794527e-10 2.735300e-01 2.735300e-01 0
2.713810e-10 2.740300e-01 2.740300e-01 0
2.699529e-10 2.745300e-01 2.745300e-01 0
2.720409e-10 2.750300e-01 2.750300e-01 0
2.736176e-10 2.755300e-01 2.755300e-01 0
2.728037e-10 2.760300e-01 2.760300e-01 0
2.765921e-10 2.765300e-01 2.765300e-01 0
2.674761e-10 2.770300e-01 2.770300e-01 0
2.684452e-10 2.775300e-01 2.775300e-01 0
2.760883e-10 2.780300e-01 2.780300e-01 0
2.705735e-10 2.785300e-01 2.785300e-01 0
2.733892e-10 2.790300e-01 2.790300e-01 0
2.734936e-10 2.795300e-01 2.795300e-01 0
2.690605e-10 2.800300e-01 2.800300e-01 0
2.700545e-10 2.805300e-01 2.805300e-01 0
2.738279e-10 2.810300e-01 2.810300e-01 0
2.754766e-10 2.815300e-01 2.815300e-01 0
2.727567e-10 2.820300e-01 2.820300e-01 0
2.719723e-10 2.825300e-01 2.825300e-01 0
2.719628e-10 2.830300e-01 2.830300e-01 0
2.620179e-10 2.835300e-01 2.835300e-01 0
2.727948e-10 2.840300e-01 2.840300e-01 0
# finish Time 15:36:59 11/9/2023
