# Spin-echo spectrometer data file
# Start Time 15:16:43 11/9/2023

# System Status at:  15:16:43 11/9/2023
sample description: Microscope
comment:  
nozzle pressure: unused
nozzle temperature: +40.613
source backing pressure: Can't open [ /home/sudy/status/edwardsagc1.status ] at /home/sudy/bin/get_value line 16.
scattering chamber pressure by tpg:  1.3900E-08
crystal temperature: 99.99
manipulator desired alpha: 88.500000
manipulator desired beta: 0.000000
manipulator desired gamma: 0.050000
specular ga: 
detector pressure: Can't open [ /home/sudy/status/ionivac2.status ] at /home/sudy/bin/get_value line 16.
attenuation staus: /bin/bash: read_attenuation.sh: command not found

beam_prperties:
G5 0.26956
Psourse 3.08219e-05
p303 0.242421
p3053 0.001442
wika1 0.985755
wika2 -0.004152
wika3 1.017400
comp 0.042801

Gas:He3

channeltron voltage: 

# scan_1d(1.000000,0.264030,0.284030,41,1,1,1)
# Calibrated current I1
# solenoid:1.000000
# min_value:0.264030
# max_value:0.284030
I1-I2-A:1.020597
I1-I2-B:-0.000640
# other_solenoid_current:0
# numsteps:41
# numloops:1
# count_time:1
# savemode:1
# angular data
# X flag position:10.000000
# Y flag position:10.000000
# loop number 1
2.833416e-10 2.640300e-01 2.640300e-01 0
2.790981e-10 2.645300e-01 2.645300e-01 0
2.734700e-10 2.650300e-01 2.650300e-01 0
2.714827e-10 2.655300e-01 2.655300e-01 0
2.805905e-10 2.660300e-01 2.660300e-01 0
2.857847e-10 2.665300e-01 2.665300e-01 0
2.783746e-10 2.670300e-01 2.670300e-01 0
2.724010e-10 2.675300e-01 2.675300e-01 0
2.782138e-10 2.680300e-01 2.680300e-01 0
2.856562e-10 2.685300e-01 2.685300e-01 0
2.682443e-10 2.690300e-01 2.690300e-01 0
2.682222e-10 2.695300e-01 2.695300e-01 0
2.791710e-10 2.700300e-01 2.700300e-01 0
2.826212e-10 2.705300e-01 2.705300e-01 0
2.669694e-10 2.710300e-01 2.710300e-01 0
2.745698e-10 2.715300e-01 2.715300e-01 0
2.766938e-10 2.720300e-01 2.720300e-01 0
2.821049e-10 2.725300e-01 2.725300e-01 0
2.812496e-10 2.730300e-01 2.730300e-01 0
2.715512e-10 2.735300e-01 2.735300e-01 0
2.700333e-10 2.740300e-01 2.740300e-01 0
2.805340e-10 2.745300e-01 2.745300e-01 0
2.803968e-10 2.750300e-01 2.750300e-01 0
2.773561e-10 2.755300e-01 2.755300e-01 0
2.755216e-10 2.760300e-01 2.760300e-01 0
2.824760e-10 2.765300e-01 2.765300e-01 0
2.780023e-10 2.770300e-01 2.770300e-01 0
2.755500e-10 2.775300e-01 2.775300e-01 0
2.687772e-10 2.780300e-01 2.780300e-01 0
2.777329e-10 2.785300e-01 2.785300e-01 0
2.799585e-10 2.790300e-01 2.790300e-01 0
2.802328e-10 2.795300e-01 2.795300e-01 0
2.740328e-10 2.800300e-01 2.800300e-01 0
2.808441e-10 2.805300e-01 2.805300e-01 0
2.809967e-10 2.810300e-01 2.810300e-01 0
2.807166e-10 2.815300e-01 2.815300e-01 0
2.798976e-10 2.820300e-01 2.820300e-01 0
2.776192e-10 2.825300e-01 2.825300e-01 0
2.805205e-10 2.830300e-01 2.830300e-01 0
2.775691e-10 2.835300e-01 2.835300e-01 0
2.796420e-10 2.840300e-01 2.840300e-01 0
# finish Time 15:18:3 11/9/2023
