# Spin-echo spectrometer data file
# Start Time 14:36:9 11/9/2023

# System Status at:  14:36:9 11/9/2023
sample description: Microscope
comment:  
nozzle pressure: unused
nozzle temperature: +40.517
source backing pressure: Can't open [ /home/sudy/status/edwardsagc1.status ] at /home/sudy/bin/get_value line 16.
scattering chamber pressure by tpg:  1.6100E-08
crystal temperature: 99.99
manipulator desired alpha: 88.500000
manipulator desired beta: 0.000000
manipulator desired gamma: 0.050000
specular ga: 
detector pressure: Can't open [ /home/sudy/status/ionivac2.status ] at /home/sudy/bin/get_value line 16.
attenuation staus: /bin/bash: read_attenuation.sh: command not found

beam_prperties:
G5 0.168475
Psourse 3.08219e-05
p303 0.242421
p3053 0.001309
wika1 0.970965
wika2 -0.007825
wika3 1.015445
comp 0.021400
Gas:He3

channeltron voltage: 

# scan_1d(1.000000,0.264030,0.284030,41,1,1,1)
# Calibrated current I1
# solenoid:1.000000
# min_value:0.264030
# max_value:0.284030
I1-I2-A:1.020597
I1-I2-B:-0.000640
# other_solenoid_current:0
# numsteps:41
# numloops:1
# count_time:1
# savemode:1
# angular data
# X flag position:10.000000
# Y flag position:10.000000
# loop number 1
2.823326e-10 2.640300e-01 2.640300e-01 0
2.824310e-10 2.645300e-01 2.645300e-01 0
2.727872e-10 2.650300e-01 2.650300e-01 0
2.794442e-10 2.655300e-01 2.655300e-01 0
2.829294e-10 2.660300e-01 2.660300e-01 0
2.811949e-10 2.665300e-01 2.665300e-01 0
2.797462e-10 2.670300e-01 2.670300e-01 0
2.773314e-10 2.675300e-01 2.675300e-01 0
2.787541e-10 2.680300e-01 2.680300e-01 0
2.771526e-10 2.685300e-01 2.685300e-01 0
2.773021e-10 2.690300e-01 2.690300e-01 0
2.785734e-10 2.695300e-01 2.695300e-01 0
2.843803e-10 2.700300e-01 2.700300e-01 0
2.877743e-10 2.705300e-01 2.705300e-01 0
2.811702e-10 2.710300e-01 2.710300e-01 0
2.700340e-10 2.715300e-01 2.715300e-01 0
2.835991e-10 2.720300e-01 2.720300e-01 0
2.855203e-10 2.725300e-01 2.725300e-01 0
2.765827e-10 2.730300e-01 2.730300e-01 0
2.774342e-10 2.735300e-01 2.735300e-01 0
2.778235e-10 2.740300e-01 2.740300e-01 0
2.820971e-10 2.745300e-01 2.745300e-01 0
2.849352e-10 2.750300e-01 2.750300e-01 0
2.759892e-10 2.755300e-01 2.755300e-01 0
2.773326e-10 2.760300e-01 2.760300e-01 0
2.794384e-10 2.765300e-01 2.765300e-01 0
2.802326e-10 2.770300e-01 2.770300e-01 0
2.754008e-10 2.775300e-01 2.775300e-01 0
2.735076e-10 2.780300e-01 2.780300e-01 0
2.838608e-10 2.785300e-01 2.785300e-01 0
2.917704e-10 2.790300e-01 2.790300e-01 0
2.832750e-10 2.795300e-01 2.795300e-01 0
2.758309e-10 2.800300e-01 2.800300e-01 0
2.775510e-10 2.805300e-01 2.805300e-01 0
2.850290e-10 2.810300e-01 2.810300e-01 0
2.799231e-10 2.815300e-01 2.815300e-01 0
2.733647e-10 2.820300e-01 2.820300e-01 0
2.780424e-10 2.825300e-01 2.825300e-01 0
2.770853e-10 2.830300e-01 2.830300e-01 0
2.886242e-10 2.835300e-01 2.835300e-01 0
2.767559e-10 2.840300e-01 2.840300e-01 0
# finish Time 14:37:28 11/9/2023
