# Spin-echo spectrometer data file
# Start Time 15:3:12 11/9/2023

# System Status at:  15:3:12 11/9/2023
sample description: Microscope
comment:  
nozzle pressure: unused
nozzle temperature: +40.584
source backing pressure: Can't open [ /home/sudy/status/edwardsagc1.status ] at /home/sudy/bin/get_value line 16.
scattering chamber pressure by tpg:  1.3900E-08
crystal temperature: 99.99
manipulator desired alpha: 88.500000
manipulator desired beta: 0.000000
manipulator desired gamma: 0.050000
specular ga: 
detector pressure: Can't open [ /home/sudy/status/ionivac2.status ] at /home/sudy/bin/get_value line 16.
attenuation staus: /bin/bash: read_attenuation.sh: command not found

beam_prperties:
G5 0.235865
Psourse 3.08219e-05
p303 0.247155
p3053 0.001499
wika1 0.974662
wika2 -0.005376
wika3 1.015445
comp 0.042801
Gas:He3

channeltron voltage: 

# scan_1d(1.000000,0.264030,0.284030,41,1,1,1)
# Calibrated current I1
# solenoid:1.000000
# min_value:0.264030
# max_value:0.284030
I1-I2-A:1.020597
I1-I2-B:-0.000640
# other_solenoid_current:0
# numsteps:41
# numloops:1
# count_time:1
# savemode:1
# angular data
# X flag position:10.000000
# Y flag position:10.000000
# loop number 1
2.543365e-10 2.640300e-01 2.640300e-01 0
2.812034e-10 2.645300e-01 2.645300e-01 0
2.820361e-10 2.650300e-01 2.650300e-01 0
2.568234e-10 2.655300e-01 2.655300e-01 0
2.519537e-10 2.660300e-01 2.660300e-01 0
2.775432e-10 2.665300e-01 2.665300e-01 0
2.846759e-10 2.670300e-01 2.670300e-01 0
2.562351e-10 2.675300e-01 2.675300e-01 0
2.405144e-10 2.680300e-01 2.680300e-01 0
2.785826e-10 2.685300e-01 2.685300e-01 0
2.940495e-10 2.690300e-01 2.690300e-01 0
2.658362e-10 2.695300e-01 2.695300e-01 0
2.457398e-10 2.700300e-01 2.700300e-01 0
2.726278e-10 2.705300e-01 2.705300e-01 0
2.981467e-10 2.710300e-01 2.710300e-01 0
2.703787e-10 2.715300e-01 2.715300e-01 0
2.440546e-10 2.720300e-01 2.720300e-01 0
2.602629e-10 2.725300e-01 2.725300e-01 0
2.935572e-10 2.730300e-01 2.730300e-01 0
2.778768e-10 2.735300e-01 2.735300e-01 0
2.501134e-10 2.740300e-01 2.740300e-01 0
2.528714e-10 2.745300e-01 2.745300e-01 0
2.959294e-10 2.750300e-01 2.750300e-01 0
2.967182e-10 2.755300e-01 2.755300e-01 0
2.474353e-10 2.760300e-01 2.760300e-01 0
2.466721e-10 2.765300e-01 2.765300e-01 0
2.852898e-10 2.770300e-01 2.770300e-01 0
2.889016e-10 2.775300e-01 2.775300e-01 0
2.573821e-10 2.780300e-01 2.780300e-01 0
2.404086e-10 2.785300e-01 2.785300e-01 0
2.762455e-10 2.790300e-01 2.790300e-01 0
2.961883e-10 2.795300e-01 2.795300e-01 0
2.697503e-10 2.800300e-01 2.800300e-01 0
2.482795e-10 2.805300e-01 2.805300e-01 0
2.612194e-10 2.810300e-01 2.810300e-01 0
2.897087e-10 2.815300e-01 2.815300e-01 0
2.725695e-10 2.820300e-01 2.820300e-01 0
2.484081e-10 2.825300e-01 2.825300e-01 0
2.610162e-10 2.830300e-01 2.830300e-01 0
2.874692e-10 2.835300e-01 2.835300e-01 0
2.716347e-10 2.840300e-01 2.840300e-01 0
# finish Time 15:4:31 11/9/2023
