# Spin-echo spectrometer data file
# Start Time 12:20:53 11/9/2023

# System Status at:  12:20:53 11/9/2023
sample description: Microscope
comment:  
nozzle pressure: unused
nozzle temperature: +40.707
source backing pressure: Can't open [ /home/sudy/status/edwardsagc1.status ] at /home/sudy/bin/get_value line 16.
scattering chamber pressure by tpg:  1.5000E-08
crystal temperature: 99.99
manipulator desired alpha: 88.500000
manipulator desired beta: 0.000000
manipulator desired gamma: 0.050000
specular ga: 
detector pressure: Can't open [ /home/sudy/status/ionivac2.status ] at /home/sudy/bin/get_value line 16.
attenuation staus: /bin/bash: read_attenuation.sh: command not found

beam_prperties:
G5 0.235865
Psourse 3.02329e-05
p303 0.247155
p3053 0.001528
wika1 0.985755
wika2 -0.005376
wika3 1.017400
comp 0.042801
Gas:He3

channeltron voltage: 

# scan_1d(1.000000,0.264030,0.284030,41,1,1,1)
# Calibrated current I1
# solenoid:1.000000
# min_value:0.264030
# max_value:0.284030
I1-I2-A:1.020597
I1-I2-B:-0.000640
# other_solenoid_current:0
# numsteps:41
# numloops:1
# count_time:1
# savemode:1
# angular data
# X flag position:10.000000
# Y flag position:10.000000
# loop number 1
3.626297e-10 2.640300e-01 2.640300e-01 0
3.642586e-10 2.645300e-01 2.645300e-01 0
3.563688e-10 2.650300e-01 2.650300e-01 0
3.562722e-10 2.655300e-01 2.655300e-01 0
3.564484e-10 2.660300e-01 2.660300e-01 0
3.622472e-10 2.665300e-01 2.665300e-01 0
3.547395e-10 2.670300e-01 2.670300e-01 0
3.605910e-10 2.675300e-01 2.675300e-01 0
3.581595e-10 2.680300e-01 2.680300e-01 0
3.527785e-10 2.685300e-01 2.685300e-01 0
3.568378e-10 2.690300e-01 2.690300e-01 0
3.618480e-10 2.695300e-01 2.695300e-01 0
3.533783e-10 2.700300e-01 2.700300e-01 0
3.595754e-10 2.705300e-01 2.705300e-01 0
3.665827e-10 2.710300e-01 2.710300e-01 0
3.521039e-10 2.715300e-01 2.715300e-01 0
3.527503e-10 2.720300e-01 2.720300e-01 0
3.541618e-10 2.725300e-01 2.725300e-01 0
3.666560e-10 2.730300e-01 2.730300e-01 0
3.537809e-10 2.735300e-01 2.735300e-01 0
3.491613e-10 2.740300e-01 2.740300e-01 0
3.556412e-10 2.745300e-01 2.745300e-01 0
3.639380e-10 2.750300e-01 2.750300e-01 0
3.644087e-10 2.755300e-01 2.755300e-01 0
3.522111e-10 2.760300e-01 2.760300e-01 0
3.464895e-10 2.765300e-01 2.765300e-01 0
3.528610e-10 2.770300e-01 2.770300e-01 0
3.661138e-10 2.775300e-01 2.775300e-01 0
3.577624e-10 2.780300e-01 2.780300e-01 0
3.483087e-10 2.785300e-01 2.785300e-01 0
3.552131e-10 2.790300e-01 2.790300e-01 0
3.571856e-10 2.795300e-01 2.795300e-01 0
3.584113e-10 2.800300e-01 2.800300e-01 0
3.496935e-10 2.805300e-01 2.805300e-01 0
3.542442e-10 2.810300e-01 2.810300e-01 0
3.598179e-10 2.815300e-01 2.815300e-01 0
3.617564e-10 2.820300e-01 2.820300e-01 0
3.537590e-10 2.825300e-01 2.825300e-01 0
3.532364e-10 2.830300e-01 2.830300e-01 0
3.586337e-10 2.835300e-01 2.835300e-01 0
3.628440e-10 2.840300e-01 2.840300e-01 0
# finish Time 12:22:12 11/9/2023
