# Spin-echo spectrometer data file
# Start Time 11:36:15 11/9/2023

# System Status at:  11:36:15 11/9/2023
sample description: Microscope
comment:  
nozzle pressure: unused
nozzle temperature: +40.729
source backing pressure: Can't open [ /home/sudy/status/edwardsagc1.status ] at /home/sudy/bin/get_value line 16.
scattering chamber pressure by tpg:  1.2700E-08
crystal temperature: 99.99
manipulator desired alpha: 88.500000
manipulator desired beta: 0.000000
manipulator desired gamma: 0.050000
specular ga: 
detector pressure: Can't open [ /home/sudy/status/ionivac2.status ] at /home/sudy/bin/get_value line 16.
attenuation staus: /bin/bash: read_attenuation.sh: command not found

beam_prperties:
G5 0.235865
Psourse 3.08219e-05
p303 0.242421
p3053 0.001470
wika1 0.985755
wika2 -0.002927
wika3 1.015445
comp 0.042801
Gas:He3

channeltron voltage: 

# scan_1d(1.000000,0.264030,0.284030,41,1,1,1)
# Calibrated current I1
# solenoid:1.000000
# min_value:0.264030
# max_value:0.284030
I1-I2-A:1.020597
I1-I2-B:-0.000640
# other_solenoid_current:0
# numsteps:41
# numloops:1
# count_time:1
# savemode:1
# angular data
# X flag position:10.000000
# Y flag position:10.000000
# loop number 1
4.109418e-10 2.640300e-01 2.640300e-01 0
3.237758e-10 2.645300e-01 2.645300e-01 0
3.401159e-10 2.650300e-01 2.650300e-01 0
4.364839e-10 2.655300e-01 2.655300e-01 0
4.473053e-10 2.660300e-01 2.660300e-01 0
3.445341e-10 2.665300e-01 2.665300e-01 0
3.102101e-10 2.670300e-01 2.670300e-01 0
4.078820e-10 2.675300e-01 2.675300e-01 0
4.768643e-10 2.680300e-01 2.680300e-01 0
3.682055e-10 2.685300e-01 2.685300e-01 0
2.856503e-10 2.690300e-01 2.690300e-01 0
3.935855e-10 2.695300e-01 2.695300e-01 0
4.936581e-10 2.700300e-01 2.700300e-01 0
3.773467e-10 2.705300e-01 2.705300e-01 0
2.654239e-10 2.710300e-01 2.710300e-01 0
3.942797e-10 2.715300e-01 2.715300e-01 0
5.073587e-10 2.720300e-01 2.720300e-01 0
4.243487e-10 2.725300e-01 2.725300e-01 0
2.834263e-10 2.730300e-01 2.730300e-01 0
3.137116e-10 2.735300e-01 2.735300e-01 0
4.602701e-10 2.740300e-01 2.740300e-01 0
4.613973e-10 2.745300e-01 2.745300e-01 0
3.163136e-10 2.750300e-01 2.750300e-01 0
2.984690e-10 2.755300e-01 2.755300e-01 0
4.538449e-10 2.760300e-01 2.760300e-01 0
4.602668e-10 2.765300e-01 2.765300e-01 0
3.250956e-10 2.770300e-01 2.770300e-01 0
2.960745e-10 2.775300e-01 2.775300e-01 0
4.430062e-10 2.780300e-01 2.780300e-01 0
4.820417e-10 2.785300e-01 2.785300e-01 0
3.411095e-10 2.790300e-01 2.790300e-01 0
3.000590e-10 2.795300e-01 2.795300e-01 0
3.972149e-10 2.800300e-01 2.800300e-01 0
4.645261e-10 2.805300e-01 2.805300e-01 0
4.071891e-10 2.810300e-01 2.810300e-01 0
3.153214e-10 2.815300e-01 2.815300e-01 0
3.554820e-10 2.820300e-01 2.820300e-01 0
4.454518e-10 2.825300e-01 2.825300e-01 0
4.183591e-10 2.830300e-01 2.830300e-01 0
3.189316e-10 2.835300e-01 2.835300e-01 0
3.568594e-10 2.840300e-01 2.840300e-01 0
# finish Time 11:37:34 11/9/2023
