# Spin-echo spectrometer data file
# Start Time 12:43:53 11/9/2023

# System Status at:  12:43:53 11/9/2023
sample description: Microscope
comment:  
nozzle pressure: unused
nozzle temperature: +40.694
source backing pressure: Can't open [ /home/sudy/status/edwardsagc1.status ] at /home/sudy/bin/get_value line 16.
scattering chamber pressure by tpg:  1.3400E-08
crystal temperature: 99.99
manipulator desired alpha: 88.500000
manipulator desired beta: 0.000000
manipulator desired gamma: 0.050000
specular ga: 
detector pressure: Can't open [ /home/sudy/status/ionivac2.status ] at /home/sudy/bin/get_value line 16.
attenuation staus: /bin/bash: read_attenuation.sh: command not found

beam_prperties:
G5 0
Psourse 3.08219e-05
p303 0.242421
p3053 0.001528
wika1 0.989452
wika2 -0.000478
wika3 1.015445
comp 0.042801
1:Unix
Gas:He3

channeltron voltage: 

# scan_1d(1.000000,0.264030,0.284030,41,1,1,1)
# Calibrated current I1
# solenoid:1.000000
# min_value:0.264030
# max_value:0.284030
I1-I2-A:1.020597
I1-I2-B:-0.000640
# other_solenoid_current:0
# numsteps:41
# numloops:1
# count_time:1
# savemode:1
# angular data
# X flag position:10.000000
# Y flag position:10.000000
# loop number 1
2.696396e-10 2.640300e-01 2.640300e-01 0
3.018437e-10 2.645300e-01 2.645300e-01 0
3.845833e-10 2.650300e-01 2.650300e-01 0
3.790039e-10 2.655300e-01 2.655300e-01 0
2.848393e-10 2.660300e-01 2.660300e-01 0
2.778324e-10 2.665300e-01 2.665300e-01 0
3.908944e-10 2.670300e-01 2.670300e-01 0
4.033511e-10 2.675300e-01 2.675300e-01 0
2.987060e-10 2.680300e-01 2.680300e-01 0
2.553506e-10 2.685300e-01 2.685300e-01 0
3.674080e-10 2.690300e-01 2.690300e-01 0
4.261733e-10 2.695300e-01 2.695300e-01 0
3.456120e-10 2.700300e-01 2.700300e-01 0
2.546243e-10 2.705300e-01 2.705300e-01 0
3.170262e-10 2.710300e-01 2.710300e-01 0
4.289593e-10 2.715300e-01 2.715300e-01 0
3.680019e-10 2.720300e-01 2.720300e-01 0
2.389281e-10 2.725300e-01 2.725300e-01 0
3.127474e-10 2.730300e-01 2.730300e-01 0
4.443656e-10 2.735300e-01 2.735300e-01 0
3.764830e-10 2.740300e-01 2.740300e-01 0
2.326583e-10 2.745300e-01 2.745300e-01 0
2.783606e-10 2.750300e-01 2.750300e-01 0
4.198627e-10 2.755300e-01 2.755300e-01 0
4.151920e-10 2.760300e-01 2.760300e-01 0
2.826438e-10 2.765300e-01 2.765300e-01 0
2.533836e-10 2.770300e-01 2.770300e-01 0
3.571173e-10 2.775300e-01 2.775300e-01 0
4.251661e-10 2.780300e-01 2.780300e-01 0
3.124839e-10 2.785300e-01 2.785300e-01 0
2.571278e-10 2.790300e-01 2.790300e-01 0
3.544977e-10 2.795300e-01 2.795300e-01 0
4.201631e-10 2.800300e-01 2.800300e-01 0
3.218168e-10 2.805300e-01 2.805300e-01 0
2.533639e-10 2.810300e-01 2.810300e-01 0
3.367808e-10 2.815300e-01 2.815300e-01 0
4.140751e-10 2.820300e-01 2.820300e-01 0
3.470818e-10 2.825300e-01 2.825300e-01 0
2.751778e-10 2.830300e-01 2.830300e-01 0
3.168866e-10 2.835300e-01 2.835300e-01 0
3.779653e-10 2.840300e-01 2.840300e-01 0
# finish Time 12:45:12 11/9/2023
