# Spin-echo spectrometer data file
# Start Time 13:54:13 11/9/2023

# System Status at:  13:54:13 11/9/2023
sample description: Microscope
comment:  
nozzle pressure: unused
nozzle temperature: +40.593
source backing pressure: Can't open [ /home/sudy/status/edwardsagc1.status ] at /home/sudy/bin/get_value line 16.
scattering chamber pressure by tpg:  1.3600E-08
crystal temperature: 99.99
manipulator desired alpha: 88.500000
manipulator desired beta: 0.000000
manipulator desired gamma: 0.050000
specular ga: 
detector pressure: Can't open [ /home/sudy/status/ionivac2.status ] at /home/sudy/bin/get_value line 16.
attenuation staus: /bin/bash: read_attenuation.sh: command not found

beam_prperties:
G5 0.60651
Psourse 3.08219e-05
p303 0.247155
p3053 0.001470
wika1 0.985755
wika2 -0.005376
wika3 1.015445
comp 0.042801

Gas:He3

channeltron voltage: 

# scan_1d(1.000000,0.264030,0.284030,41,1,1,1)
# Calibrated current I1
# solenoid:1.000000
# min_value:0.264030
# max_value:0.284030
I1-I2-A:1.020597
I1-I2-B:-0.000640
# other_solenoid_current:0
# numsteps:41
# numloops:1
# count_time:1
# savemode:1
# angular data
# X flag position:10.000000
# Y flag position:10.000000
# loop number 1
2.697785e-10 2.640300e-01 2.640300e-01 0
2.638807e-10 2.645300e-01 2.645300e-01 0
2.988128e-10 2.650300e-01 2.650300e-01 0
3.201611e-10 2.655300e-01 2.655300e-01 0
2.907303e-10 2.660300e-01 2.660300e-01 0
2.650882e-10 2.665300e-01 2.665300e-01 0
2.858835e-10 2.670300e-01 2.670300e-01 0
3.319712e-10 2.675300e-01 2.675300e-01 0
2.990186e-10 2.680300e-01 2.680300e-01 0
2.547949e-10 2.685300e-01 2.685300e-01 0
2.853920e-10 2.690300e-01 2.690300e-01 0
3.393205e-10 2.695300e-01 2.695300e-01 0
3.080277e-10 2.700300e-01 2.700300e-01 0
2.491315e-10 2.705300e-01 2.705300e-01 0
2.753179e-10 2.710300e-01 2.710300e-01 0
3.348066e-10 2.715300e-01 2.715300e-01 0
3.253413e-10 2.720300e-01 2.720300e-01 0
2.669901e-10 2.725300e-01 2.725300e-01 0
2.658404e-10 2.730300e-01 2.730300e-01 0
3.069810e-10 2.735300e-01 2.735300e-01 0
3.298660e-10 2.740300e-01 2.740300e-01 0
2.757662e-10 2.745300e-01 2.745300e-01 0
2.566484e-10 2.750300e-01 2.750300e-01 0
3.031879e-10 2.755300e-01 2.755300e-01 0
3.310022e-10 2.760300e-01 2.760300e-01 0
2.840494e-10 2.765300e-01 2.765300e-01 0
2.582714e-10 2.770300e-01 2.770300e-01 0
2.984007e-10 2.775300e-01 2.775300e-01 0
3.336270e-10 2.780300e-01 2.780300e-01 0
2.930153e-10 2.785300e-01 2.785300e-01 0
2.557721e-10 2.790300e-01 2.790300e-01 0
2.879419e-10 2.795300e-01 2.795300e-01 0
3.224863e-10 2.800300e-01 2.800300e-01 0
3.089257e-10 2.805300e-01 2.805300e-01 0
2.718943e-10 2.810300e-01 2.810300e-01 0
2.775029e-10 2.815300e-01 2.815300e-01 0
3.091097e-10 2.820300e-01 2.820300e-01 0
3.034832e-10 2.825300e-01 2.825300e-01 0
2.756974e-10 2.830300e-01 2.830300e-01 0
2.826003e-10 2.835300e-01 2.835300e-01 0
3.068457e-10 2.840300e-01 2.840300e-01 0
# finish Time 13:55:33 11/9/2023
