# Spin-echo spectrometer data file
# Start Time 11:57:53 11/9/2023

# System Status at:  11:57:53 11/9/2023
sample description: Microscope
comment:  
nozzle pressure: unused
nozzle temperature: +40.683
source backing pressure: Can't open [ /home/sudy/status/edwardsagc1.status ] at /home/sudy/bin/get_value line 16.
scattering chamber pressure by tpg:  1.2900E-08
crystal temperature: 99.99
manipulator desired alpha: 88.500000
manipulator desired beta: 0.000000
manipulator desired gamma: 0.050000
specular ga: 
detector pressure: Can't open [ /home/sudy/status/ionivac2.status ] at /home/sudy/bin/get_value line 16.
attenuation staus: /bin/bash: read_attenuation.sh: command not found

beam_prperties:
G5 0.235865
Psourse 3.08219e-05
p303 0.242421
p3053 0.001442
wika1 0.985755
wika2 -0.005376
wika3 1.015445
comp 0.042801
Gas:He3

channeltron voltage: 

# scan_1d(1.000000,0.264030,0.284030,41,1,1,1)
# Calibrated current I1
# solenoid:1.000000
# min_value:0.264030
# max_value:0.284030
I1-I2-A:1.020597
I1-I2-B:-0.000640
# other_solenoid_current:0
# numsteps:41
# numloops:1
# count_time:1
# savemode:1
# angular data
# X flag position:10.000000
# Y flag position:10.000000
# loop number 1
3.842286e-10 2.640300e-01 2.640300e-01 0
3.836914e-10 2.645300e-01 2.645300e-01 0
3.874643e-10 2.650300e-01 2.650300e-01 0
3.860038e-10 2.655300e-01 2.655300e-01 0
3.900621e-10 2.660300e-01 2.660300e-01 0
3.803932e-10 2.665300e-01 2.665300e-01 0
3.871573e-10 2.670300e-01 2.670300e-01 0
3.939712e-10 2.675300e-01 2.675300e-01 0
3.854832e-10 2.680300e-01 2.680300e-01 0
3.869106e-10 2.685300e-01 2.685300e-01 0
3.923021e-10 2.690300e-01 2.690300e-01 0
3.835144e-10 2.695300e-01 2.695300e-01 0
3.940512e-10 2.700300e-01 2.700300e-01 0
3.852073e-10 2.705300e-01 2.705300e-01 0
3.846918e-10 2.710300e-01 2.710300e-01 0
3.823730e-10 2.715300e-01 2.715300e-01 0
3.953740e-10 2.720300e-01 2.720300e-01 0
3.853388e-10 2.725300e-01 2.725300e-01 0
3.842641e-10 2.730300e-01 2.730300e-01 0
3.867599e-10 2.735300e-01 2.735300e-01 0
3.897587e-10 2.740300e-01 2.740300e-01 0
3.872097e-10 2.745300e-01 2.745300e-01 0
3.839517e-10 2.750300e-01 2.750300e-01 0
3.855397e-10 2.755300e-01 2.755300e-01 0
3.912340e-10 2.760300e-01 2.760300e-01 0
3.906374e-10 2.765300e-01 2.765300e-01 0
3.841817e-10 2.770300e-01 2.770300e-01 0
3.908270e-10 2.775300e-01 2.775300e-01 0
3.859644e-10 2.780300e-01 2.780300e-01 0
3.907175e-10 2.785300e-01 2.785300e-01 0
3.897280e-10 2.790300e-01 2.790300e-01 0
3.862337e-10 2.795300e-01 2.795300e-01 0
3.859094e-10 2.800300e-01 2.800300e-01 0
3.937367e-10 2.805300e-01 2.805300e-01 0
3.845396e-10 2.810300e-01 2.810300e-01 0
3.873171e-10 2.815300e-01 2.815300e-01 0
3.831941e-10 2.820300e-01 2.820300e-01 0
3.949238e-10 2.825300e-01 2.825300e-01 0
3.835253e-10 2.830300e-01 2.830300e-01 0
3.905363e-10 2.835300e-01 2.835300e-01 0
3.852295e-10 2.840300e-01 2.840300e-01 0
# finish Time 11:59:13 11/9/2023
