# Spin-echo spectrometer data file
# Start Time 14:26:41 11/9/2023

# System Status at:  14:26:41 11/9/2023
sample description: Microscope
comment:  
nozzle pressure: unused
nozzle temperature: +40.521
source backing pressure: Can't open [ /home/sudy/status/edwardsagc1.status ] at /home/sudy/bin/get_value line 16.
scattering chamber pressure by tpg:  1.6500E-08
crystal temperature: 99.99
manipulator desired alpha: 88.500000
manipulator desired beta: 0.000000
manipulator desired gamma: 0.050000
specular ga: 
detector pressure: Can't open [ /home/sudy/status/ionivac2.status ] at /home/sudy/bin/get_value line 16.
attenuation staus: /bin/bash: read_attenuation.sh: command not found

beam_prperties:
G5 0.707595
Psourse 3.08219e-05
p303 0.242421
p3053 0.001499
wika1 0.985755
wika2 -0.002927
wika3 1.015445
comp 0.042801
Gas:He3

channeltron voltage: 

# scan_1d(1.000000,0.264030,0.284030,41,1,1,1)
# Calibrated current I1
# solenoid:1.000000
# min_value:0.264030
# max_value:0.284030
I1-I2-A:1.020597
I1-I2-B:-0.000640
# other_solenoid_current:0
# numsteps:41
# numloops:1
# count_time:1
# savemode:1
# angular data
# X flag position:10.000000
# Y flag position:10.000000
# loop number 1
3.017413e-10 2.640300e-01 2.640300e-01 0
3.004119e-10 2.645300e-01 2.645300e-01 0
3.047524e-10 2.650300e-01 2.650300e-01 0
3.069092e-10 2.655300e-01 2.655300e-01 0
3.047633e-10 2.660300e-01 2.660300e-01 0
2.980182e-10 2.665300e-01 2.665300e-01 0
3.026239e-10 2.670300e-01 2.670300e-01 0
2.981667e-10 2.675300e-01 2.675300e-01 0
3.020955e-10 2.680300e-01 2.680300e-01 0
2.997034e-10 2.685300e-01 2.685300e-01 0
2.959386e-10 2.690300e-01 2.690300e-01 0
2.970150e-10 2.695300e-01 2.695300e-01 0
2.971505e-10 2.700300e-01 2.700300e-01 0
3.028530e-10 2.705300e-01 2.705300e-01 0
3.004876e-10 2.710300e-01 2.710300e-01 0
3.043595e-10 2.715300e-01 2.715300e-01 0
2.996273e-10 2.720300e-01 2.720300e-01 0
3.024842e-10 2.725300e-01 2.725300e-01 0
2.986897e-10 2.730300e-01 2.730300e-01 0
2.953410e-10 2.735300e-01 2.735300e-01 0
2.990651e-10 2.740300e-01 2.740300e-01 0
3.023535e-10 2.745300e-01 2.745300e-01 0
2.958071e-10 2.750300e-01 2.750300e-01 0
2.975496e-10 2.755300e-01 2.755300e-01 0
3.037351e-10 2.760300e-01 2.760300e-01 0
2.968147e-10 2.765300e-01 2.765300e-01 0
3.002829e-10 2.770300e-01 2.770300e-01 0
2.994327e-10 2.775300e-01 2.775300e-01 0
2.955783e-10 2.780300e-01 2.780300e-01 0
2.930030e-10 2.785300e-01 2.785300e-01 0
3.014164e-10 2.790300e-01 2.790300e-01 0
3.008870e-10 2.795300e-01 2.795300e-01 0
3.013234e-10 2.800300e-01 2.800300e-01 0
2.979632e-10 2.805300e-01 2.805300e-01 0
2.983429e-10 2.810300e-01 2.810300e-01 0
2.912026e-10 2.815300e-01 2.815300e-01 0
2.976905e-10 2.820300e-01 2.820300e-01 0
3.028975e-10 2.825300e-01 2.825300e-01 0
2.957429e-10 2.830300e-01 2.830300e-01 0
2.978784e-10 2.835300e-01 2.835300e-01 0
3.038304e-10 2.840300e-01 2.840300e-01 0
# finish Time 14:28:0 11/9/2023
