# Spin-echo spectrometer data file
# Start Time 14:41:33 11/9/2023

# System Status at:  14:41:33 11/9/2023
sample description: Microscope
comment:  
nozzle pressure: unused
nozzle temperature: +40.535
source backing pressure: Can't open [ /home/sudy/status/edwardsagc1.status ] at /home/sudy/bin/get_value line 16.
scattering chamber pressure by tpg:  1.5300E-08
crystal temperature: 99.99
manipulator desired alpha: 88.500000
manipulator desired beta: 0.000000
manipulator desired gamma: 0.050000
specular ga: 
detector pressure: Can't open [ /home/sudy/status/ionivac2.status ] at /home/sudy/bin/get_value line 16.
attenuation staus: /bin/bash: read_attenuation.sh: command not found

beam_prperties:
G5 0.774985
Psourse 3.08219e-05
p303 0.242421
p3053 0.001499
wika1 0.985755
wika2 -0.004152
wika3 1.015445
comp 0.042801
Gas:He3

channeltron voltage: 

# scan_1d(1.000000,0.264030,0.284030,41,1,1,1)
# Calibrated current I1
# solenoid:1.000000
# min_value:0.264030
# max_value:0.284030
I1-I2-A:1.020597
I1-I2-B:-0.000640
# other_solenoid_current:0
# numsteps:41
# numloops:1
# count_time:1
# savemode:1
# angular data
# X flag position:10.000000
# Y flag position:10.000000
# loop number 1
2.638211e-10 2.640300e-01 2.640300e-01 0
2.758969e-10 2.645300e-01 2.645300e-01 0
2.707412e-10 2.650300e-01 2.650300e-01 0
2.720154e-10 2.655300e-01 2.655300e-01 0
2.645982e-10 2.660300e-01 2.660300e-01 0
2.628734e-10 2.665300e-01 2.665300e-01 0
2.733820e-10 2.670300e-01 2.670300e-01 0
2.758863e-10 2.675300e-01 2.675300e-01 0
2.660787e-10 2.680300e-01 2.680300e-01 0
2.688028e-10 2.685300e-01 2.685300e-01 0
2.691831e-10 2.690300e-01 2.690300e-01 0
2.801028e-10 2.695300e-01 2.695300e-01 0
2.669679e-10 2.700300e-01 2.700300e-01 0
2.617724e-10 2.705300e-01 2.705300e-01 0
2.740824e-10 2.710300e-01 2.710300e-01 0
2.774537e-10 2.715300e-01 2.715300e-01 0
2.712163e-10 2.720300e-01 2.720300e-01 0
2.577159e-10 2.725300e-01 2.725300e-01 0
2.685122e-10 2.730300e-01 2.730300e-01 0
2.769565e-10 2.735300e-01 2.735300e-01 0
2.676803e-10 2.740300e-01 2.740300e-01 0
2.608969e-10 2.745300e-01 2.745300e-01 0
2.634522e-10 2.750300e-01 2.750300e-01 0
2.724917e-10 2.755300e-01 2.755300e-01 0
2.756968e-10 2.760300e-01 2.760300e-01 0
2.636756e-10 2.765300e-01 2.765300e-01 0
2.699311e-10 2.770300e-01 2.770300e-01 0
2.741227e-10 2.775300e-01 2.775300e-01 0
2.780276e-10 2.780300e-01 2.780300e-01 0
2.651701e-10 2.785300e-01 2.785300e-01 0
2.635197e-10 2.790300e-01 2.790300e-01 0
2.713944e-10 2.795300e-01 2.795300e-01 0
2.850927e-10 2.800300e-01 2.800300e-01 0
2.654966e-10 2.805300e-01 2.805300e-01 0
2.599035e-10 2.810300e-01 2.810300e-01 0
2.656719e-10 2.815300e-01 2.815300e-01 0
2.751564e-10 2.820300e-01 2.820300e-01 0
2.717800e-10 2.825300e-01 2.825300e-01 0
2.622749e-10 2.830300e-01 2.830300e-01 0
2.670538e-10 2.835300e-01 2.835300e-01 0
2.749365e-10 2.840300e-01 2.840300e-01 0
# finish Time 14:42:53 11/9/2023
